comparisonID,image1,image2,win1,win2,tie
83,2c34b4b9b2b2b4bc,6c272523b591595c,5,4,1
84,612e36d3ed399b34,9e9a0809890c0c1c,0,10,0
85,8125c3f221cb8b89,ea9ab2296f31416a,5,5,0
86,369299d335f652a2,b9aed893266e5c0c,1,4,5
87,332561d4c4cf6727,5cc6c698696463e0,4,5,1
88,3898ec9496e65a98,659b9988b3b3d367,1,9,0
89,92c948686998cc92,fd2c48feadcc1c62,6,1,3
90,e4f4e8e9b8ececbc,ece4e8f9e8685ad2,8,2,0
91,395848da99c0c0e9,da9a99abb2636373,10,0,0
92,2c2d3f3f3f7d5c7e,51783c345458180c,1,9,0
93,636821a0c2cc6920,e3d01931d8fa6363,0,10,0
94,e3f2d8f9696949ed,e9f3f5d7171b2866,2,7,1
95,1b1b33f3e373e365,762e9dcfcde3ce26,1,8,1
96,eaaacc8e9690b030,f018ecca1c144a3c,3,2,5
97,d0f89cac67a3a5d5,db5adad6c6d65646,8,1,1
98,53594166f0e0f6f1,62f495b431b3b474,4,3,3
99,62b392da3002ca92,8c1d7865fc3c1271,1,7,2
100,ccc438b5f571e56d,e8340e828c4c49cb,2,6,2
101,499292944c694bf2,b63e723aba8f5948,0,10,0
102,30a0e7cc75949dcb,30dc0dacb6bd3d36,1,9,0
103,626494d0d3cbcc71,9a1dada29889898f,3,6,1
104,2027e54b3be5e5c5,a55bdb73b2ef0c50,3,7,0
105,a937714f4c95a648,c8c87070d0ccece4,3,7,0
106,c8da5999d38dcbc2,d93931260a3753b6,6,4,0
107,1e24a4ca86160600,bc3a5c593903c69d,1,9,0
108,e7f1d0ed61e1e3c3,fe9e88b8b8d0acbc,2,4,4
109,1000349248fc0050,485a78d8e7631293,2,7,1
110,ecada96b132d2f2f,fe5b8ca8384d6948,3,1,6
111,85f3dbdae2e0f088,dacef0b3ba9b9a74,1,8,1
112,2c21d1119f4b4656,646c65654c465d35,10,0,0
113,78b892c2d3c14b53,b4b2eb2b96b627ef,6,3,1
114,64b4b0e8a8b21aac,f1b1b052765abac7,7,3,0
115,0c168f8c9dc52520,e7677a343151b131,7,3,0
116,38f1c466e6e2b6f5,88e0f233594c8e55,1,3,6
117,b1fef6cc8d2a5824,b6a8acd8b45858f0,3,7,0
118,8d1d5a5ad0505028,9eddec6258969626,6,4,0
119,584cd9ccc4b733c3,e6e6539186863435,1,8,1
120,8899dbe363e18a92,ed6f636766d39383,9,1,0
121,60647071593d6c98,7c6e2e4e4e361c1a,2,8,0
122,7c7c36666263c360,dccd899a22f1ad3b,1,7,2
123,487543cb3835373e,f470bce642c262c2,6,0,4
124,25caf0348c6c6d71,e454d092c0840062,10,0,0
125,32b031326cd5a6d9,395848da99c0c0e9,2,8,0
126,9015359858c8cd49,cc9c9e6cf4f271f3,1,9,0
127,4c8d332ad6b4a4f2,e2e367f79922626a,6,3,1
128,2dd8ea6d25645706,33332b9d75696d3d,8,2,0
129,644521e3ca4a5a7e,8da93246c484f43c,10,0,0
130,1303a7a585263434,32b38fcd6d2607b7,8,2,0
131,29611918b0f09b8d,69b995b1bdb1b19a,0,10,0
132,46a6a6e4f7a66d2d,e7677a343151b131,1,9,0
133,b0d0d0d0d2d6b850,df4f561098581412,9,0,1
134,73f3626361397b5b,cdcec6e6c6f3960d,10,0,0
135,3c34b2bee1f3d2d2,f0f0e8e6e4e0fad6,2,8,0
136,030f1e0011899860,b632331f233b5b5c,5,4,1
137,7e7c3e927969eadc,eeebfdb3a64f7272,1,9,0
138,ae6e6d13181858b8,bcfc3480e4668180,0,9,0
139,9686cec8ccccccce,fe7d766250949452,10,0,0
140,99994b6dc6d5d1c1,c3416dcc95464666,5,4,1
141,bc9692c6ec6b6b63,cc8595dd59e1cd4d,3,7,0
142,ceec66688783838d,e0e43dbfefaf4f85,7,3,0
143,3031e9d9d9f975cd,d6556968c6cec64a,4,5,1
144,3c78b9f0620d9990,52085a5a73437372,4,2,4
145,861272d282881703,f2f68ad7a583e96d,1,9,0
146,52d34cd6868c1525,b4b43a3030bc1c38,1,9,0
147,c1e57b7979797969,d1b3b3b395a52129,5,5,0
148,2e5b4daba8926047,b45b5ad3d999999b,6,3,1
149,4656c6e9c0e4e466,e5f7f4f6d66705e0,0,10,0
150,615a12244c412d6d,cdb8b8d0d0f4d1c0,7,0,3
151,0899d9c4e4e4f28b,b5b5db4d4b5a92f0,1,9,0
152,568c991aac256667,b838df9c24e07043,9,1,0
153,6a5979e999e3d954,f4f4f030a089acb4,8,2,0
154,1310317171d93911,409692a1c1cdd5e0,1,7,2
155,5b1b9c9d9b194d2d,9bd3acccc4cfedae,4,4,2
156,5313b7b6f6b2bbad,8c60b20607131283,5,1,4
157,c9f1f17737361d0d,e4e68614f5e7c686,8,0,2
158,2263ee81cfc678ee,d0c8d11218d9989a,1,9,0
159,9534b0e8f8e8f89e,c6c2e092b7fad7dd,0,7,3
160,9c59593465698dca,fa59dddf126260e5,1,5,4
161,2e2e8d9b66219393,30b4246da637c38a,5,4,1
162,894e46e62fff5b5b,962227d6dce8f8b8,9,1,0
163,5b1256142a221415,c3c3a531b19db427,0,10,0
164,a32baac4ccdcdcdc,f3f8bc32b8ba3212,1,5,4
165,939797172d666624,b0cbc33688c89331,1,7,2
166,d4eb6b63a4a4a467,e26462e3f688db9b,1,7,2
167,925270695958e10d,97a5f5d9d838d4c4,0,10,0
168,bd9ec64b4acb0d1b,c80c9e8e78ad1c16,9,0,0
169,75514c6a7a3a5ac3,e1acda65c4f00f03,7,3,0
170,0009011631112921,dca83e3490baed97,7,2,1
171,4e65854c1e979a7e,e4e68614f5e7c686,8,2,0
172,0000060626261220,3d9db9e3c5e6a48a,1,9,0
173,c195b77ac88ccccc,c8e3e3ac3e2525c5,2,4,3
174,909f32e1a518b853,b232abcbdadcf574,6,4,0
175,7c31264e0b0b5a5a,929aa979eccca9a1,2,2,5
176,0400cc8e2aed0069,7cf8383c94e76120,4,6,0
177,494858515d5119d9,b75c99623a6bcad9,6,4,0
178,585029394ecb634b,b9b9985939399096,0,6,5
179,344369f8c77574b6,ec147688fe83f07c,8,2,0
180,1d353dae7a585872,923274336aca9cad,0,10,0
181,84d06079eda4d4f4,d0c8b3efeeffbfdf,4,5,1
182,9368de979b390d10,de984d74adac2c90,2,7,1
183,c12935f15d19974a,e4b2ba3acee4e8f8,1,9,0
184,339f87ae9c879595,4bb9b5c94b653765,6,2,2
185,7b7e1f0f13533371,9d8f63a030db9986,2,8,0
186,9c9c5ca325d5e9f9,f6c4d9a524acce8e,9,1,0
187,323272d8d0969648,39b1b3f397b7b293,8,2,0
188,4d51d3b6a0323213,76e3ebac391ab2cc,3,5,2
189,9a9afcf4c146ea69,f0f0ec21636fcdc5,0,10,0
190,13022068b8dc979b,7d41495977375175,8,2,0
191,3d6c6c6c9686ced4,cc7064e4dce46097,1,6,3
192,69ede4e85b539bb1,c0c0c0f4b6ad2d95,2,8,0
193,8dc2d1f83222692d,ac2d8ca7f1796b22,1,9,0
194,ad2d3cb2fcd9e3ce,ced35376b6b6b6b6,2,4,4
195,eaca551396164c68,f4c5fe5e4cecc8dc,0,10,0
196,446622767191999b,6c6ddfe6361ae4c4,7,3,0
197,5bc3dcc5d8d9a98d,e0e6862a2d6d4cb2,3,7,0
198,3929cca416b13158,cc5aeae292f1b191,2,4,4
199,34c4a46e92f0e8a8,b2e6c8d9d8e4e4c6,0,10,0
200,a4cc8c3436731296,f8f4acc03132d699,3,7,0
201,a2f6d2f8cadacac2,cecedc5499997452,1,9,0
202,00939335139d9db1,4620c378c9cbdbcb,9,1,0
203,83836b436c3b0cc4,da97ad7cec6b55ac,0,8,2
204,22918e829454de97,c4c0c476702d9a92,2,7,1
205,797472d8ec4cb132,dacef0b3ba9b9a74,10,0,0
206,80608263346a7291,df9b326aa93373c0,4,6,0
207,302089923296bb93,ec9fb8d4e7ba4f4c,0,4,6
208,31312839aba96969,bd65e6f26978cea7,0,10,0
209,25a7e4a18898362e,79c8981459457765,1,9,0
210,496181c6e24a2e26,d1f2d70c3b73e1a9,5,2,3
211,af3e4e6a620e0501,cc9868a6d3ccd848,7,2,1
212,4b497c58148444d4,9b1b1b90903aa727,1,8,1
213,73918c44a4a48ca4,e1e6972b6cc48998,9,0,1
214,93e16164524e49d6,f6fae44488a5a5d4,7,3,0
215,3130183cbccc3114,c577dce0c686acae,2,1,7
216,3130183cbccc3114,75d0f2c66da43276,5,4,1
217,3333bab264cd9829,936c70acc8c0c9ca,3,5,2
218,2900b17176e5002d,53132859a61f4f61,0,10,0
219,4ddc97b169d3cccc,662c8eca8a4fa598,2,6,2
220,00c4ecf21113f600,76d696d6475d2e66,9,1,0
221,d4d9e9f0f998d86c,ffbc4eeeeee8e2e0,5,3,2
222,22cecedececec666,ed6f636766d39383,10,0,0
223,36383de9d3733b6f,ecf258ed15a68e1f,0,9,1
224,83e3f7e3c948368f,9597ba6666646071,7,2,1
225,b514e6e953248515,d101b5ade4c29494,1,4,5
226,9cacde878e5a2e98,fe3eceedb95bdff9,2,8,0
227,0c4d969ec4ecaca4,4993d3bbb0f0cde0,8,0,2
228,09adad8c2c2e2b89,30a0e7cc75949dcb,7,1,2
229,606e0a0a524a9a99,9ac3c1c00dcbcda8,1,9,0
230,0361622222829313,ec3333faf3776b4b,10,0,0
231,000064585b3383c4,3071d88e31e4a929,0,6,4
232,a1a1a5e424d0165a,a6c4f1b5a7421409,4,4,2
233,1000349248fc0050,f2f2d391b2b2a6e6,2,8,0
234,2661c7fb61cf5b54,ccfaf0e4e8707e6d,9,1,0
235,0c4c5b3e63d08607,c0c04cc80c703210,1,9,0
236,6191dee3f1313179,e57df27273edb1b2,5,3,2
237,c989a9199999d994,e6e6f27362246527,7,3,0
238,6b6ba2a3aa8aa6e5,83302b86666c755e,6,4,0
239,90d0c4446d329a18,c58438c8ecb0bc90,1,9,0
240,49e3e3f1e0e0c0e0,6e6e4cdccb998bdb,10,0,0
241,4c54b0b2bf9fd757,62e0cca431596130,0,10,0
242,24361b0c9c8c8e5b,dcec2cdcccecadae,1,7,2
243,300127d4d1d37ffd,30c1e42da7967b5f,7,3,0
244,78f8edec160e7ef6,c6f16c6c19691138,0,7,3
245,322d0d4a70326464,90989bb727f7ccbd,10,0,0
246,cccdc5e0c9e7626a,ce7022404e81898d,9,1,0
247,5a651d5946591b4b,d0c061e2e2a48aa7,1,8,1
248,0ad6f5626365ceda,c07061e0e8f0d8c8,7,3,0
249,2eab42b292d4558a,a4e8e6328a8a3e3a,2,8,0
250,767fad8c9c88a264,f171ec84d8696b73,2,7,1
251,8646e7738dc8cd88,c0dcd0323ab6323a,3,5,2
252,0004284949e92666,c8c88466367675a9,5,5,0
253,512f2fa69694ac35,ec646060d3856d4f,4,3,3
254,129797c88c961e97,5dd25ec9e2f50482,0,8,2
255,688f978b6b0f8797,ca6969e3ca6e6ee6,3,3,4
256,6c5ed6dcbdbd1c18,c0fcf8fa33f3c0e0,1,9,0
257,6666e7cd1e6959c4,9f0fc99ac242d692,0,10,0
258,13022068b8dc979b,e861b392568666c6,4,6,0
259,86a2c696949290d1,91b5b5b632d9eb60,2,7,1
260,2c3e8eb3b3b3a524,c09010709484c2cb,6,4,0
261,4e8c8d63d3cb67ec,e6ee3cb6e0a89db2,6,2,2
262,3371746448585365,b2b23a27e6da2020,9,1,0
263,ccededcfca2a4acd,dcbe9ad3d2922711,4,3,3
264,4912566667a73969,d8606c25ada3a329,0,10,0
265,38dccce693adeca5,eb651958dcd03296,6,4,0
266,040d378c8db8b380,d7ee3634361e1292,6,2,2
267,00c8988c84c42820,f6f632f15737e4ec,9,1,0
268,656571cd6cc282b3,e8e8e8d1d1999139,0,10,0
269,552442d79dd59991,b6ccec31bbb81b99,8,2,0
270,22b19680a765e5a7,e0e06a6060f0e0f0,7,3,0
271,4eb3634716c32e8c,8c66429035996768,8,2,0
272,044479c9eae22229,3a5acc505a56e8a5,1,9,0
273,25ad29a5311c1c3a,486d39ce4ea5c144,5,5,0
274,272d617361616966,5b8cef6f361d5333,0,10,0
275,52b34b495ab28254,b46266ccd0f24c84,7,3,0
276,fa78caa8bc9cce4b,fcfcf4eccccc4ccc,1,9,0
277,212539b5ade10828,3534663eadc28a9a,5,5,0
278,6062e01a91b5ced9,7f393a673636232b,9,1,0
279,12159036a382db59,1ff99f2b3dc8c88c,1,9,0
280,8409893c32b9b49a,8c8fbe39b6e4ebb5,2,6,2
281,66ec8a86ce91b0d3,80b6ad633e8e57d3,2,8,0
282,cccd72b9a7e3b3b2,dbd03071c582a890,0,9,1
283,92c948686998cc92,f4f4bcd2ce886e6e,1,8,1
284,771b43616d6d796d,b5e3c5890d543415,3,6,1
285,c6bc9d9865b3f557,d8bca5b2b4763360,4,1,5
286,49d2be092a763404,63456d79dbc5a58d,7,1,2
287,1d38b8eccc987363,b62fbce4ded0ec9f,6,3,1
288,33e2f2e196d4db97,e9f821a65c156c2c,5,5,0
289,00628b1332b8d95a,6d393938e4f6568c,2,8,0
290,9af0fceccd6ab2b2,e4f4f13578f9b989,9,1,0
291,329694362a3a2a2e,36562c3132b0d265,3,7,0
292,625a5c5c98598191,e5c7c8eca4f2d4dc,3,5,2
293,e0f8f8b8ae96b18d,fe39b8d4d5c95a74,8,1,1
294,ce6e16e83066868e,e8f0c60a33063e3e,10,0,0
295,7a76f6b1bb7aecee,f6eefae3ebbbcb92,10,0,0
296,c12935f15d19974a,c6d2d251584d5571,5,4,1
297,9c7a5a4586a7078b,c3869660e969f40e,1,9,0
298,9695c5544b4b4343,99c9d3d1c3a3eebc,1,8,1
299,4968f4f462c2c872,6b180d19d5613510,9,1,0
300,27dbd0ccd9d96496,f1c1cdcd4eb79b5b,1,7,2
301,68685cdcd8dadc9c,8c66429035996768,3,7,0
302,2262224a4aa691d0,b5b43fadcbcc2667,9,1,0
303,88e0f233594c8e55,f1b9f978f8c86cf6,1,9,0
304,d650704dcd349454,fddce92c1c909427,6,1,3
305,b3b7a42ce8b5ac2c,e7a12e655c3cb898,7,3,0
306,a76f0f8f6175317a,f076f1b3a76dd831,5,2,3
307,57de8b2e52444e1c,60f0f1707130d264,6,4,0
308,3627b3968ca1a1c5,e656f22a26d6e656,5,5,0
309,7f36c6d9e95b5969,e2f270e4b3eae3d9,1,9,0
310,4c4c4dcaca9d1554,a2f1d8e066e6ea0e,8,1,1
311,880b2a6bc9e5e2e2,ac6c6c66af9ad393,0,10,0
312,3e697b6169f9d6a4,8580b882b6b9fb53,0,7,3
313,95458ce4cc8d0581,f6b6a466337bda6e,6,2,2
314,13d2c0d6a29a1eac,eed6d4d0ad75d8d9,3,7,0
315,d556ae2e154d4d19,dce6d79b9bd3d4d8,1,9,0
316,c43f3e8df5f9cc42,c74126d2d1cfdff8,0,8,2
317,53594166f0e0f6f1,6242d252d242d2f0,0,10,0
318,171fd1e43c3d1c6f,ece94d18981a52d6,5,3,2
319,839a1803b2399d44,cb4eccd0d858cf03,1,9,0
320,8d0c9a61f9c951c1,ef6ccdd5bd110f66,8,2,0
321,36435b5bd0b26276,b5b488c3d2d6cb4d,0,10,0
322,73860b2b169431d1,e6e6539186863435,5,5,0
323,1307360413d65b14,303038385c58d948,1,9,0
324,59d939b0d28f9951,8ae226335befabe3,4,5,1
325,97931f9c862b5b19,d75a4bb87077e717,8,2,0
326,48ecb4b3b34b5a27,f8383393969321cb,8,2,0
327,19d9a0b99bb8b929,c6b97323292d3132,8,1,1
328,d864658d8b4b5b37,f2e224949dd1f07a,9,1,0
329,302305542ca4861e,d8c8337cccd2aad0,5,5,0
330,052f2b2759d264a9,969696c4c6f0d8ce,10,0,0
331,2125726241f8f0f0,53594166f0e0f6f1,8,1,1
332,5c830767eb8b99cd,8c1010e2eb9366aa,6,4,0
333,c4daf2ac8c8084fa,db94999c8494a487,4,3,3
334,86861c0f5e329292,f1f9dcfc90e271e6,1,8,1
335,1acaa4cde1e1e102,e9c9a8c8e6cdcccd,4,5,2
336,c06189c7e43078d9,c8e9d2ebe9e9e1e9,0,10,0
337,31e99d982cd4c361,898fa91390007ee0,6,4,0
338,01d2e9a62648d99c,89912bedec69656f,6,3,1
339,0181e3e2e6b6efc8,a2aca426c4dac626,0,7,3
340,0180800000418581,a85076f1f969e6a6,9,1,0
341,364767d989995bf3,f2c3c983a6cce2a2,5,5,0
342,6b7a9a0ceb9bc3f0,e5e6ccc93a3090bd,4,2,4
343,236cccd6480de2c8,9b5fdef6d696908d,10,0,0
344,3dba343094193919,c5c44c4c5eaeadac,7,3,0
345,b419192525647c1a,e3e363928d0c8cad,1,5,4
346,b1b15697a2421a19,b2f4f88bcdce99b9,5,4,1
347,1866671913c36141,d6858787c585a505,7,2,1
348,69349c696b333727,9ef262148dcd4b2e,2,7,1
349,30a3abd1d39090b2,ed3d7f5b263a9898,9,1,0
350,25251e932428d2f6,b13636363e2e2863,7,1,2
351,6113a1c3a57d5545,e0e1e2d2c3cac2e0,7,3,0
352,12270d216bdad293,fadd5d4c344dad24,3,7,0
353,1c1839d67c911264,c69832c51dbd7df8,4,6,0
354,a6b69488dad0dade,e99daa5c7f7b2b8f,4,1,5
355,7dd8ec3d372e6451,b40519352431392c,3,4,3
356,0bb3b0e463c5cddd,9c98527178dbb334,1,5,4
357,38b212163695a5cc,9983b0b43c84e038,6,2,2
358,6021d13624e32686,e6626165faf9e630,5,4,1
359,3d312b090b9a97ae,59db7b2ae6fec8ed,9,1,0
360,0c1c5cd896de9ec9,6d6dec9630212313,7,2,1
361,ecec363624c15534,f9386360ec2466ef,9,0,1
362,e6323233333392b6,f2f6c4e660f27869,3,7,0
363,b5b488c3d2d6cb4d,d243eccce6481a12,1,9,0
364,6c5476c84c549cd4,c3eed4525333b2a1,7,3,0
365,476043a3b2108102,7864656be2a2260b,0,8,2
366,15020aceea61a09c,1a13356963726261,2,6,2
367,eca65273736b2f3e,f4d6e66d4953139a,4,4,2
368,58844c6d395cd899,c292b33624b2829c,5,5,0
369,7072cbf9f2f38389,b0b038d95919d3ae,4,6,0
370,e0406cb6f6b2920b,fcccc96363320a40,10,0,0
371,222ed5d393999c98,90e2da89c53c387a,4,6,0
372,4717d256448e5651,48e8d9b070def623,1,9,0
373,8b8b73b072c6d4d4,c6cdf2e3e5c4da9a,3,7,0
374,7e6e6e7a6ae2a868,b92d75b5b390bc9a,9,1,0
375,614242e96565692b,fcd0e0d06464c858,8,1,1
376,c4e8b991153ba9c5,cdc9c8942c67d959,5,4,1
377,8d4d4d6d33a594ad,dada252462b4b091,4,6,0
378,73694f5d6baa0c64,9d6d576f6c193236,7,1,2
379,19252524cb4bea16,dad8c9c5e5c7a707,1,9,0
380,6cfc3ce476f4fc50,e0fc3677b6a6a4e4,2,7,1
381,24a4cc8c8466cc8e,e8b2322adcd8d392,9,0,1
382,c0c0c8e6c35362c8,cfdcd69b999918b1,6,4,0
383,cedcdce4e05a58d9,ea081cdaebe2eac4,9,1,0
384,c4c0c4d4c4c4c403,f290f0e265b461cc,1,9,0
385,3d3c0d6d67a3b304,4cf6b2bca9986c60,10,0,0
386,6171d24a989290f8,70d0d1766462e1c1,5,5,0
387,1858a5ab1e332a13,e8340e828c4c49cb,7,3,0
388,909698686860620a,986e6dec6e18bfff,5,3,2
389,d0f0ad6296b673f9,e2e2f0b1c973392b,9,1,0
390,730466643e4dc995,9b7a0486868e9694,7,1,1
391,6c3c6edfcfcf676c,7c4dae4c682c5895,9,1,0
392,9c9d5d5459d4d9d2,e5f5b03252727071,0,7,3
393,85a4b5d99c4d6563,cd933233b334bcb8,4,5,1
394,b1e2c3e263e30f2f,d7f2b0b43454c8cc,8,2,0
395,81e0a1393951343f,8f87838187a78706,9,1,0
396,301838c5ede19c94,d2c0c8cbed7c2e9a,0,9,1
397,dcd6d2b93b36ceb2,f274fc7cd86aac65,9,1,0
398,9c91954ce8892526,c8d8c0a4e2e59dd9,2,5,3
399,050448c131a5b594,626a6a62f2fa7870,4,6,0
400,0647e9d9d8c97b0b,8d8b7bc9fdc8595d,3,7,0
401,30b4246da637c38a,fcfcf4eccccc4ccc,0,10,0
402,7070cb8a2ba0626a,d3a3a4a460d48e4b,4,1,5
403,3c78b9f0620d9990,c1783b2928a767c3,3,2,5
404,2d0c494ac6b56676,d9dbb3b3b2b22222,0,9,1
405,a4ad2732dc715b43,a7e63286cf4e3d9c,7,0,3
406,27434c6cace4c5c9,454a62e2e6c66ae2,1,8,1
407,0d1dc4a44c1343c1,e3ca872522b25a4e,8,1,1
408,a9b468a980445058,cae044c663292929,9,2,0
409,d0c7d14d41716d1b,f859f87221196838,8,2,0
410,99c9d3d1c3a3eebc,e8f8383c9484e4f0,0,9,1
411,0080f8cb31f8f838,a2828de573706163,3,5,2
412,3ec667e55e85b379,4cd6ec949aea30fe,8,1,1
413,c4646534f2b2a4b7,e669c890e86d4b4f,5,1,4
414,309490b6afaf7132,a4f0d84af0631260,7,3,0
415,32426231388ad2d1,773fa77558494c9c,1,8,1
416,323c34353ebaf044,e1e1f1f1aaab4bca,0,10,0
417,c08ef1b16a929109,f8d8d8d8c9939385,0,10,0
418,784c65a0ccb6b49b,cfd8597870b0f2f2,2,3,5
419,0401989432232248,5e69e7c5ad0c2e66,1,9,0
420,2931b52b1b3cfce9,e1a54c4a6ce6e547,0,9,1
421,5c96b6d2d2d2d242,60eac8c96072b2b6,5,3,2
422,19cac4f0f84c2c2c,90524a1ccd2dadb7,2,8,0
423,743a3effca80b5a3,99caa836133b3c30,2,8,0
424,80b26ce9496ca589,ffbfffc91fb76c8e,5,2,3
425,c6ceddc1c9d9c3dc,f0f1f8f323554a4a,2,5,3
426,cdb8b8d0d0f4d1c0,f2f6c4e660f27869,0,10,0
427,1b26607371a29ecb,2d8d8edcd26c7969,3,3,5
428,a5b459b2939293a7,da8a8d723a5a5a52,1,9,0
429,2c4f6068cc84da4e,c4566af4ca8adb79,1,8,1
430,0ccdc2c88d8e52d1,d9f9d9f23228a892,3,3,4
431,0303a3a2591926a7,35229454f8c8aef7,5,2,3
432,9939580929eed67a,d4d8b93539a9859c,7,3,0
433,08195b934b772434,ccd8d6c6c4e6c2c8,3,7,0
434,61495cced930c66d,fc7c4cec6cccac9e,0,9,1
435,a5c1adbc99b48ccf,f9e76bbb501ca892,9,1,0
436,20e3f5693b9b3308,a1b1b3d39193834b,7,1,2
437,393d302613a3e735,676fe7fa4b49d9cb,3,3,4
438,e96918e8e9696d0d,f076f1b3a76dd831,0,10,0
439,1118323283939e9e,397b382c05070684,0,10,0
